证券代码,证券简称,上市日期,是否属于风险警示板,净资产收益率ROE(加权),总资产净利率ROA,销售净利率,营业利润/营业总收入,营业收入(同比增长率),净利润(同比增长率),净资产(同比增长率),营业利润(同比增长率),应收账款周转率,存货周转率,流动资产周转率,总资产周转率,流动比率,速动比率,现金比率,经营活动产生的现金流量净额/流动负债,资产负债率,经营活动产生的现金流量净额/营业收入,净利润现金含量,营运资本/总资产,留存收益/总资产,股东权益合计(含少数)/负债总计,所属Wind行业名称
300182.SZ,捷成股份,0,0.0,6.71,4.3832,12.1576,11.3955,17.0676,136.605,7.5071,134.1614,3.0324,5.3258,1.2867,0.3605,0.7512,0.6488,0.1132,0.5438,32.8912,48.28,417.0692,-8.0995,-3.8699,204.0325,信息技术
300079.SZ,数码视讯,0,0.0,2.65,2.3597,10.4829,8.9792,4.1591,12.3596,1.968,-4.3374,2.9947,1.5224,0.3457,0.2251,5.6515,4.9301,3.9163,0.2765,11.7117,14.29,140.177,54.0756,37.0312,753.8444,信息技术
300115.SZ,长盈精密,0,0.0,-9.53,-4.3488,-6.0231,-6.535,12.7436,-210.2735,-15.7317,-206.5988,4.4331,2.5027,1.2445,0.722,0.9646,0.5178,0.1701,-0.0453,65.5025,-3.91,71.3531,-1.9847,11.2133,52.666,信息技术
300354.SZ,东华测试,0,0.0,17.43,15.5065,31.1326,33.4107,25.2226,58.9143,15.7198,51.7247,2.6167,0.6616,0.6965,0.4981,8.597,5.7465,2.6361,0.5899,9.2815,10.69,34.3416,64.8991,45.8776,977.415,信息技术
300584.SZ,海辰药业,0,0.0,35.18,25.7938,49.2521,57.2871,-18.12,422.3723,39.8003,430.0256,5.8603,1.7202,1.9416,0.5237,1.0018,0.8188,0.3835,0.1989,27.1527,10.36,20.9672,0.0407,47.444,268.2875,医疗保健
300047.SZ,天源迪科,0,0.0,1.22,1.324,1.4562,1.8511,6.8529,-53.2324,1.0187,-50.3983,3.3145,2.807,1.3032,0.9092,1.63,1.0167,0.1787,0.0455,43.9581,2.19,306.4384,26.9993,18.1586,127.4894,信息技术
300307.SZ,慈星股份,0,0.0,3.39,1.9276,3.4449,3.3227,72.8014,113.1335,3.441,112.9754,3.7563,2.1195,0.963,0.5596,1.6568,1.0935,0.389,-0.1032,35.3324,-6.74,-162.8801,22.534,-0.7875,183.0264,工业
300893.SZ,松原股份,0,0.0,14.51,11.2897,14.9335,16.9699,39.0268,23.5843,8.6167,22.523,2.9288,4.0713,1.1437,0.756,2.2629,1.7636,0.5602,0.3528,28.9112,14.05,94.0536,34.4865,26.0651,245.8865,可选消费
300906.SZ,日月明,0,0.0,5.0,4.4954,32.9775,37.7434,5.8605,-24.538,0.1218,-25.4333,0.9502,2.5305,0.1475,0.1363,11.2051,10.9598,8.9782,0.4438,9.7644,26.9,81.4872,84.1285,19.7897,924.1334,信息技术
300679.SZ,电连技术,0,0.0,10.19,7.1277,11.6865,12.7543,25.1974,38.4162,8.1745,32.0776,4.3867,4.312,0.8718,0.6099,2.2905,1.9693,1.2939,0.3124,31.2117,15.98,139.5904,36.1222,27.0082,220.3929,信息技术
300568.SZ,星源材质,0,0.0,8.42,4.276,15.3274,17.8155,92.4763,181.0174,44.5243,229.1706,2.5815,5.0482,0.812,0.279,1.2626,1.1444,0.6365,0.1755,42.4655,21.45,141.0965,7.8423,11.9688,135.4852,材料
300110.SZ,华仁药业,0,0.0,5.64,2.9602,8.5884,9.6935,18.5527,38.3557,4.9886,32.672,2.2156,2.8866,0.6635,0.3447,1.1996,1.0933,0.1625,-0.2233,56.6886,-37.06,-443.634,9.1657,11.7182,76.4024,医疗保健
300708.SZ,聚灿光电,0,0.0,14.02,6.2535,8.8133,9.5323,42.8332,728.4341,115.8041,1148.3179,4.9678,8.4563,1.3055,0.7096,1.5281,1.3341,0.5723,0.4253,45.0749,23.16,262.8232,19.2152,13.1915,121.8529,信息技术
300903.SZ,科翔股份,0,0.0,6.03,2.4379,3.1504,2.3687,40.5984,-32.436,5.099,-54.5159,2.971,8.1359,1.1725,0.7738,0.9018,0.7687,0.1924,-0.0008,66.2313,-0.08,-2.6898,-6.2385,8.6646,50.986,信息技术
300462.SZ,华铭智能,0,0.0,-10.16,-6.6169,-27.4381,-33.4961,-52.5014,-260.8996,-11.0057,-296.4313,0.8097,0.7876,0.3042,0.2412,3.494,2.5418,1.2099,0.3168,33.6454,28.02,-102.1838,57.7915,19.4853,197.2175,信息技术
300682.SZ,朗新集团,0,0.0,14.52,10.1501,18.1459,19.1025,36.979,17.8372,15.7275,7.5545,2.4992,1.7362,0.7913,0.5594,3.8866,3.7001,1.3225,0.1018,26.257,3.53,19.3477,52.4919,33.5936,280.8507,信息技术
300483.SZ,首华燃气,0,0.0,2.33,1.8054,7.5987,10.5513,19.5355,-51.9059,7.3513,-47.321,16.1359,24.4305,1.5231,0.2376,1.1273,1.0983,0.919,0.554,45.6548,45.98,1301.6939,2.344,4.7048,119.035,能源
300475.SZ,香农芯创,0,0.0,15.49,7.5696,2.4061,2.9178,3376.7082,282.7856,16.7108,263.837,37.1481,24.6019,5.0122,3.146,1.5241,1.1588,0.5228,-0.0603,63.7668,-1.2,-49.3271,22.0542,21.1992,56.8214,工业
300628.SZ,亿联网络,0,0.0,28.26,25.0852,43.8647,48.0468,33.7639,26.3824,21.6833,26.1522,6.1589,2.6349,0.6527,0.5719,8.0789,7.1153,6.1297,1.4616,10.8892,30.05,68.5043,75.4653,62.8662,818.3407,信息技术
300286.SZ,安科瑞,0,0.0,19.1,13.2432,16.7225,18.7086,41.4937,40.0416,19.9936,46.0677,8.9089,2.6174,1.1029,0.7919,2.3667,1.79,0.7726,0.2608,30.8015,11.06,66.1373,41.6484,49.5959,224.659,工业
300436.SZ,广生堂,0,0.0,-4.4,-2.786,-9.2225,-12.0082,0.5299,-306.6958,80.9503,-393.3987,7.5685,2.0572,0.9176,0.3021,1.8189,1.5484,1.3086,-0.0588,27.4352,-4.8,50.9216,17.1125,15.5716,264.4956,医疗保健
300153.SZ,科泰电源,0,0.0,1.11,0.7582,1.0483,0.8994,35.7225,105.1986,0.5756,104.393,2.6625,3.9411,1.0102,0.7233,2.0428,1.688,0.8364,0.342,44.7645,18.59,2098.5344,38.7678,-3.308,123.3912,工业
300611.SZ,美力科技,0,0.0,2.85,1.3337,2.4645,1.8733,21.2597,-49.8743,22.4016,-66.0081,2.7502,3.4713,1.1747,0.5412,1.5683,1.1457,0.382,0.0533,50.7574,3.39,125.3602,16.0735,15.0195,97.0156,可选消费
300565.SZ,科信技术,0,0.0,-19.38,-8.4078,-17.1193,-19.3758,-10.7421,-1071.3391,-17.3619,-3320.856,1.8449,4.5256,0.9993,0.4911,0.9558,0.7461,0.174,-0.2191,63.9084,-19.87,116.5777,-1.8178,6.2377,56.474,信息技术
300489.SZ,光智科技,0,0.0,1.09,0.1817,0.5836,-1.2962,74.293,-82.2536,5.1657,-122.6414,3.9518,2.2195,0.6085,0.3113,1.2767,0.7974,0.2576,-0.2211,84.1659,-23.5,-4026.5277,8.4861,4.1176,18.813,材料
300537.SZ,广信材料,0,0.0,-45.73,-31.2461,-67.1195,-67.5682,-17.8238,-87.3058,-37.169,-84.785,1.911,3.6108,0.9138,0.4655,1.5129,1.2128,0.45,0.0992,40.4967,7.07,-10.6621,19.5303,-29.0805,146.9336,材料
300542.SZ,新晨科技,0,0.0,9.59,6.6866,6.9217,7.4903,-7.6624,-18.5972,-12.678,-19.7448,3.448,5.7614,1.424,0.966,1.8481,1.5332,0.6577,0.1452,45.7989,5.61,93.5505,31.2755,26.4116,118.3459,信息技术
300681.SZ,英搏尔,0,0.0,7.78,3.0355,4.8002,3.5069,131.7997,256.0122,17.2182,235.0607,3.6206,1.7458,0.9758,0.6324,1.2142,0.6573,0.1367,-0.103,66.0052,-12.2,-254.095,12.3997,9.1733,51.5031,工业
300499.SZ,高澜股份,0,0.0,6.75,4.263,5.8618,6.6594,36.7215,-1.9057,7.0973,-2.7037,2.0168,5.3003,0.9933,0.7272,1.7477,1.4844,0.29,0.0123,53.2934,0.72,18.684,30.3909,21.346,87.6405,工业
300206.SZ,理邦仪器,0,0.0,13.19,10.5525,13.8875,14.9474,-29.4226,-64.913,-4.3087,-67.2046,13.2766,1.9116,1.0891,0.7599,4.8666,3.4647,2.9386,0.8353,15.4399,14.5,102.5263,53.6278,42.0676,547.6713,医疗保健
300358.SZ,楚天科技,0,0.0,16.86,6.7892,10.8779,12.2878,47.0794,184.6839,28.1282,173.7354,7.1038,1.2205,1.0081,0.6241,1.1669,0.6438,0.2915,0.2849,63.0022,30.44,282.6463,9.4293,14.9446,58.7247,工业
300094.SZ,国联水产,0,0.0,-0.69,-0.3315,-0.3784,0.1062,-0.4436,94.0259,4.6347,101.7554,7.7143,1.4367,1.1978,0.8762,1.3524,0.3359,0.0629,0.0758,57.104,4.58,-1479.53,18.5953,0.4394,75.119,日常消费
300402.SZ,宝色股份,0,0.0,8.26,2.9457,4.2109,4.0353,15.0705,30.8056,-7.0529,42.684,2.8845,1.5051,0.984,0.6996,1.1202,0.638,0.1172,0.0265,66.0438,2.55,60.5916,7.7763,11.1174,51.4147,工业
300759.SZ,康龙化成,0,0.0,17.31,10.6943,21.7642,25.7173,45.0011,41.2457,14.1925,44.6055,6.4575,7.3851,1.0496,0.4914,2.8986,2.6705,1.7097,0.6902,44.0142,27.65,123.9018,30.7872,19.3288,127.1996,医疗保健
300024.SZ,机器人,0,0.0,-12.52,-5.0804,-16.8539,-18.7605,24.0091,-42.6119,-12.9454,-27.0241,3.6374,0.8907,0.4581,0.3014,1.3558,0.7526,0.4684,0.0184,61.4833,3.03,-17.7612,17.4074,1.1807,62.6457,工业
300278.SZ,华昌达,0,0.0,24.176,1.1837,1.5946,4.4673,34.658,105.8592,616.1931,117.983,4.0284,3.6064,1.1214,0.7423,1.4446,1.1009,0.5175,-0.0248,48.4584,-1.74,-109.3458,21.4155,-52.8805,106.3626,工业
300399.SZ,天利科技,0,0.0,1.43,1.1805,1.2555,0.5735,4.4786,-74.4955,0.3868,132.6854,9.7956,21.2991,1.1208,0.9403,5.7168,5.7168,4.3654,-0.7652,15.0044,-12.64,-950.4282,70.2241,44.9852,566.4725,信息技术
300188.SZ,国投智能,0,0.0,9.16,7.041,13.2486,14.0029,6.2486,-16.1686,5.3884,-16.405,3.1814,1.1896,0.8462,0.5315,2.6175,2.0881,0.8077,0.0519,27.1936,2.34,19.1182,37.8232,37.7876,267.7332,信息技术
300643.SZ,万通智控,0,0.0,17.92,9.8807,10.9845,12.3674,29.6987,203.4852,80.6175,174.5956,5.3047,4.6834,1.6562,0.8995,2.135,1.6715,0.8794,0.3143,38.3944,11.24,104.3132,30.9728,16.304,160.4546,可选消费
300397.SZ,天和防务,0,0.0,-4.48,-3.4776,-13.7742,-15.6254,-54.3137,-138.1002,59.403,-136.7788,2.5418,1.5146,0.4885,0.2525,2.6809,2.1571,1.6233,0.0623,21.984,5.47,-42.3822,32.4391,15.183,354.8765,工业
300572.SZ,安车检测,0,0.0,0.58,0.7514,3.5133,4.807,-48.2544,-91.3086,110.8169,-89.8185,2.1965,1.7887,0.3051,0.2139,4.2282,3.8958,3.3707,-0.1793,20.2163,-17.91,-826.4414,55.1725,23.688,394.6506,信息技术
300184.SZ,力源信息,0,0.0,9.85,6.1406,2.9343,3.5737,0.7942,117.6579,12.1768,122.2445,6.0574,7.2215,2.5209,2.0927,2.3171,1.4996,0.3316,0.0672,37.0192,1.18,40.1123,46.3661,-9.5648,170.1302,信息技术
300280.SZ,紫天科技,0,0.0,15.1,9.3885,18.7587,23.1944,16.5605,-0.127,15.6312,-1.8894,1.2922,2.24406,0.9065,0.5005,1.6602,1.6602,0.5126,0.0548,36.4959,4.19,22.2812,24.0068,26.8285,174.0036,通讯服务
300137.SZ,ST先河,0,0.0,3.43,2.9402,6.6709,10.0894,-10.9721,-46.0932,0.817,-33.6143,1.5409,1.8052,0.5639,0.4407,5.284,4.4097,2.2296,0.3133,15.2779,10.47,163.3828,63.5068,47.155,554.5412,信息技术
300766.SZ,每日互动,0,0.0,6.9,5.832,20.222,21.948,19.7615,57.229,0.5652,65.6158,3.1014,24.2757,0.4212,0.2884,4.0687,4.0428,3.3279,0.7518,17.4058,41.61,219.0397,48.5339,28.7229,474.521,通讯服务
300538.SZ,同益股份,0,0.0,-4.891,-1.9026,-0.9219,-1.211,31.6647,-218.8123,122.5093,-205.28,5.6223,29.3448,2.4421,2.0638,1.872,1.7268,0.7185,-0.2633,47.3899,-7.99,884.0276,39.0058,8.0032,111.0155,工业
300345.SZ,华民股份,0,0.0,0.94,0.8024,2.8764,3.4103,5.825,-21.1929,0.9443,0.1399,2.4237,2.6741,0.5285,0.279,6.4659,5.59,3.8908,0.4481,10.5742,13.58,454.2562,45.6046,-32.0103,845.702,工业
300535.SZ,达威股份,0,0.0,7.63,5.5697,10.4296,11.2942,34.1053,18.4848,9.2703,23.9674,2.8519,2.0378,1.0269,0.534,2.0624,1.3377,0.5164,0.1698,25.2292,8.51,81.3933,26.2521,35.3627,296.3657,材料
300231.SZ,银信科技,0,0.0,11.86,5.9049,7.2511,8.512,1.3584,4.7234,6.5393,1.0871,3.0134,10.7532,1.0623,0.8143,2.271,2.1835,0.9728,0.3037,45.6177,11.75,162.0799,41.9362,21.0403,119.2134,信息技术
300869.SZ,康泰医学,0,0.0,20.9,14.4204,38.775,44.6506,-35.1487,-42.5569,16.0139,-43.2235,10.8261,1.3163,0.6938,0.3719,1.4149,0.9768,0.6529,0.0049,34.7427,0.51,1.319,14.2163,38.5115,187.8304,医疗保健
300291.SZ,百纳千成,0,0.0,1.82,1.4106,7.2178,6.7154,182.7629,-49.4592,2.7385,-56.0647,1.3493,1.3777,0.2376,0.1954,9.4651,7.9153,5.2581,0.6333,10.8903,30.35,367.2765,74.7392,-47.974,818.2505,通讯服务
300218.SZ,安利股份,0,0.0,10.66,6.2889,6.5829,7.1494,32.2825,157.07,5.4318,127.3927,10.8798,3.8716,1.9163,0.9553,1.4505,0.8411,0.38,0.1771,43.0158,6.71,104.0463,15.8457,27.3706,132.4727,材料
300285.SZ,国瓷材料,0,0.0,14.78,12.1528,26.7209,29.8974,24.3674,36.0043,14.9724,32.7623,2.8208,2.8683,0.8509,0.4548,4.8652,4.0788,2.4199,0.6374,22.1171,18.09,71.9157,44.0136,35.4029,352.1395,材料
300539.SZ,横河精密,0,0.0,4.38,2.0033,3.1028,3.6473,20.3832,61.1659,1.9335,42.3837,3.0472,2.888,1.2213,0.6457,1.0943,0.7092,0.2112,0.1395,53.8863,10.86,342.7818,4.6383,15.5795,85.5758,工业
300355.SZ,蒙草生态,0,0.0,6.03,2.3604,12.6586,16.9091,14.5422,90.8181,3.9069,95.4526,1.0503,1.2891,0.4834,0.1865,1.1489,1.1221,0.1508,0.1003,64.0427,19.91,187.4764,5.3741,14.9124,56.1458,工业
300482.SZ,万孚生物,0,0.0,20.58,13.8089,18.821,20.5858,19.5743,2.5573,17.9712,-6.512,8.7568,3.6599,1.3843,0.7337,3.2664,2.7785,1.9864,0.84,27.8377,19.78,104.807,36.9447,43.272,259.2245,医疗保健
300451.SZ,创业慧康,0,0.0,9.44,7.628,21.8091,23.8167,16.2989,23.1705,10.1977,19.7915,1.8118,2.2034,0.5886,0.3498,3.3329,3.0926,1.6178,0.176,18.0099,9.28,42.664,41.6281,27.1396,455.2506,信息技术
300693.SZ,盛弘股份,0,0.0,14.2,8.25,11.1074,12.1391,32.4144,6.9262,12.1289,2.2688,2.7415,2.5058,0.9981,0.7427,1.7286,1.295,0.5762,0.1699,43.8911,10.42,93.8122,30.25,26.2235,127.8367,工业
300173.SZ,福能东方,0,0.0,-23.9,-7.7371,-27.8747,-29.435,89.4244,-3644.5982,-24.3959,-4098.0331,3.3578,0.525,0.3696,0.2776,1.1154,0.5379,0.2688,-0.0662,71.9136,-18.21,65.5893,7.7109,-21.7671,39.0557,工业
300008.SZ,天海防务,0,0.0,1.56,1.1785,1.9023,1.7039,165.6381,0.731,1.7297,-39.4782,6.5358,4.9168,1.2692,0.6195,1.867,1.5793,0.6088,-0.2718,31.7193,-13.3,-712.4037,24.0846,-70.4547,215.2655,工业
300632.SZ,光莆股份,0,0.0,4.14,3.3059,8.0647,9.8076,5.1841,-41.6138,2.4901,-39.8816,4.0948,5.4462,0.4908,0.4099,4.291,3.947,3.2925,0.0167,21.8313,0.78,9.7645,61.3652,24.7569,358.0578,信息技术
300192.SZ,科德教育,0,0.0,-60.6,-31.5302,-52.5806,-50.8935,1.0342,-428.0063,-27.0044,-350.8129,7.0742,9.0849,1.1479,0.5997,1.509,1.3375,0.9667,0.3282,41.7542,16.68,-31.96,19.4269,-5.1223,139.4966,可选消费
300335.SZ,迪森股份,0,0.0,-5.56,-2.7575,-6.9917,-4.4044,-20.0651,-298.1916,-11.1134,-149.1696,3.4787,4.6904,0.8966,0.3944,1.5192,1.266,0.6119,0.1376,50.5757,9.31,-145.6406,14.5231,17.848,97.7234,工业
300142.SZ,沃森生物,0,0.0,5.82,5.1591,17.3659,20.5114,17.8226,-50.3502,29.6341,-48.3917,1.5445,0.5811,0.5558,0.2971,2.3738,2.1038,1.0643,0.218,26.8779,20.37,164.8815,32.5059,13.8579,272.0528,医疗保健
300507.SZ,苏奥传感,0,0.0,7.63,7.4999,15.5501,17.3387,5.3837,-3.5748,49.1991,-5.0745,3.2086,4.9889,0.6029,0.4823,5.0742,4.6609,2.9801,0.3363,17.928,13.44,117.0692,65.4696,33.2213,457.7863,可选消费
300609.SZ,汇纳科技,0,0.0,3.27,3.4144,11.3555,10.9444,77.5938,565.5579,-1.2294,324.8982,2.0637,3.1788,0.4934,0.3007,4.1936,3.8022,2.6058,0.2959,15.165,14.44,157.7808,44.9542,18.0867,559.4127,信息技术
300881.SZ,盛德鑫泰,0,0.0,6.92,3.9413,4.6613,4.7404,27.4407,0.4578,5.3304,-14.2236,3.8882,5.3917,0.9786,0.8455,1.7545,1.4647,0.9666,-0.4012,48.3789,-25.95,-556.668,36.4423,15.3091,106.7019,材料
300189.SZ,神农种业,0,0.0,-6.31,-5.0153,-38.0982,-31.6315,14.2729,53.9046,-6.1193,58.8468,3.3207,1.7516,0.3873,0.1316,2.9568,2.4399,2.0627,0.1052,16.5415,9.47,-24.629,22.8269,-37.4181,504.541,日常消费
300087.SZ,荃银高科,0,0.0,18.22,7.0681,8.427,8.9834,57.3802,44.6092,103.3778,57.0373,10.7216,1.8935,1.1059,0.8387,1.9677,1.2453,0.9088,0.3141,53.3416,17.27,257.5946,37.9214,12.3431,87.4709,日常消费
300622.SZ,博士眼镜,0,0.0,15.36,10.9481,10.6483,13.5802,35.2206,39.1871,8.0317,39.2842,21.3357,2.7621,1.5459,1.0282,2.5309,1.9104,1.2383,0.9998,32.6332,24.15,226.1271,33.2213,28.3973,206.4367,可选消费
300012.SZ,华测检测,0,0.0,18.17,12.7942,17.6302,19.6384,21.3407,29.5582,19.0431,30.3766,4.8598,12.9455,1.5317,0.7257,1.9991,1.962,1.0673,0.7182,29.625,24.78,143.7458,23.0385,39.8732,237.5529,工业
300236.SZ,上海新阳,0,0.0,2.76,1.6228,10.1668,11.559,46.4735,-61.4613,4.6162,-63.5345,3.3252,3.2033,0.6261,0.1596,2.4482,2.1614,1.7649,0.201,24.9372,18.82,183.7605,20.7436,11.3573,301.0068,信息技术
300478.SZ,杭州高新,0,0.0,19.78,3.626,3.8134,3.8994,-5.8547,107.6944,24.5488,107.8557,3.3811,14.4366,1.9666,0.9509,0.7993,0.7257,0.0969,-0.2668,79.8106,-18.41,-481.2325,-13.0371,-54.768,25.2966,材料
300877.SZ,金春股份,0,0.0,5.5,4.6881,9.9965,10.4033,-18.5747,-67.8563,0.2808,-71.2935,11.5288,10.3294,0.7222,0.469,4.6437,4.3376,3.6565,-0.0044,18.7619,-0.13,-1.3463,49.6462,27.418,432.9954,可选消费
300767.SZ,震安科技,0,0.0,6.92,4.8024,12.7017,14.4154,15.4759,-47.0229,15.8167,-44.1366,1.466,1.3766,0.519,0.3781,2.5378,1.9312,0.729,-0.3256,36.6561,-27.28,-209.0556,41.832,28.9832,172.8056,工业
300360.SZ,炬华科技,0,0.0,12.69,10.4315,26.9389,30.8825,10.322,8.0341,10.0887,7.1406,3.2726,2.1317,0.522,0.3872,3.6832,3.1204,2.2012,0.2946,19.522,15.4,58.6386,51.1032,54.2901,412.2438,工业
300119.SZ,瑞普生物,0,0.0,15.47,9.0425,21.6024,24.8792,0.3365,-1.3427,64.2247,-2.6817,3.9517,2.6705,0.8602,0.4186,2.7244,2.4037,1.7099,0.3405,24.0237,19.06,92.6946,34.0534,24.7541,316.256,医疗保健
300409.SZ,道氏技术,0,0.0,14.52,8.8509,8.6398,10.052,98.1822,885.4295,81.1909,692.4173,6.8315,3.7789,1.732,1.0244,1.6784,1.0931,0.4995,0.1499,42.2511,6.78,79.3333,25.2404,14.1313,136.6804,材料
300471.SZ,厚普股份,0,0.0,1.03,0.5923,1.3863,1.4051,82.8734,106.1014,0.9845,106.5267,4.2708,1.3162,0.9274,0.4273,1.0619,0.4905,0.1531,-0.028,49.993,-3.17,-253.821,2.8011,1.0246,100.0279,工业
300850.SZ,新强联,0,0.0,23.07,10.7373,20.7938,23.6766,19.9803,21.2647,127.0204,17.9883,3.7844,3.8617,0.7678,0.5164,2.0353,1.7674,1.0182,-0.1708,43.9261,-13.82,-66.566,33.1784,19.7133,127.6549,工业
